Governo do Estado do Rio de Janeiro
Secretaria de Estado de Fazenda
Subsecretaria de Politica Fiscal
Transparência Fiscal
Receitas entre 01/01/2017 e 01/08/2026
"Posição";"Poder";"Nome Poder";"Categoria Economica";"Nome Categoria Economica";"Receita por Fonte";"Nome Receita por Fonte";"Receita por Sub Fonte";"Nome Receita por SubFonte";"Rubrica";"Nome Rubrica";"Alinea";"Nome Alinea";"Sub Alinea";"Nome Sub Alinea";"Gestão";"Nome Gestão";"Órgão";"Nome Órgão";"UG";"Nome UG";"Fonte de Recursos";"Nome Fonte de Recursos";"Valor Previsão Inicial";"Valor Previsão Atualizada";"Valor Receita a Realizar";"Valor Receita Realizada"
"12/2017";"1";"Executivo";"9";"DEDUÇÃO DA RECEITA CORRENTE";"96";"DEDUÇÃO DA RECEITA DE SERVIÇOS";"960";"DEDUÇÃO DA RECEITA DE SERVIÇOS";"9600";"DEDUÇÃO DA RECEITA DE SERVIÇOS";"960003";"Dedução Serviços de Transporte";"96000399";"Dedução Outros Serviços de Transporte";"00003";"AUTARQUIAS";"21";"Secretaria de Estado da Casa Civil e Desenvolvimento Econômico";"263100";"DEPARTAMENTO DE TRANSITO DO RIO DE JANEIRO";"230";"Recursos Próprios";0;0;86414,93;-86414,93
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"132";"Receitas de Valores Mobiliários";"1325";"Remuneração de Depósitos Bancários";"132503";"Fundos de Investimentos";"13250301";"Fundo de Investimentos de Renda Fixa";"00004";"FUNDACOES";"40";"Secretaria de Estado de Ciência,Tecnologia, Inovação e Desenvolvimento Social";"404600";"FUND. CENTRO DE CIENCIAS E EDUC.SUP.DIST. ERJ";"230";"Recursos Próprios";0;0;-32775,92;32775,92
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"191";"Multas e Juros de Mora";"1918";"Multas e Juros de Mora de Outras Receitas";"191899";"Multas e Juros de Mora de Outras Receitas";"19189900";"Multas e Juros de Mora de Outras Receitas";"00006";"ECONOMIA MISTA";"31";"Secretaria de Estado de Transportes";"137200";"CENTRAIS DE ABASTECIMENTO DO ESTADO DO RJ";"230";"Recursos Próprios";263860;263860;-354061,2;617921,2
"12/2017";"1";"Executivo";"7";"RECEITAS INTRA-ORÇAMENTÁRIAS CORRENTES";"73";"RECEITA INTRA-ORÇAMENTÁRIA PATRIMONIAL";"731";"Receita Intra-Orçamentária Imobiliária";"7311";"Receita Intra-Orçamentária de Aluguéis";"731101";"Receita Intra-Orçamentária de Aluguéis de Imóveis Urbanos";"73110100";"Receita Intra-Orçamentária de Aluguéis de Imó";"00003";"AUTARQUIAS";"20";"Secretaria de Estado de Fazenda e Planejamento";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"231";"Recursos Próprios do Rioprevidência";4936164;4936164;-1656396,96;6592560,96
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"134";"Compensação Financeira";"1340";"Compensação Financeira";"134099";"Outras Compensações Financeiras";"13409910";"Royalties pela Produção do Petróleo - Exceden";"00003";"AUTARQUIAS";"20";"Secretaria de Estado de Fazenda e Planejamento";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"231";"Recursos Próprios do Rioprevidência";222546546;566766633,2;457961019,44;108805613,76
"12/2017";"1";"Executivo";"9";"DEDUÇÃO DA RECEITA CORRENTE";"99";"DEDUÇÃO DE OUTRAS RECEITAS CORRENTES";"991";"Dedução da Receita de Multas e Juros de Mora";"9911";"Dedução da Receita de Multas e Juros de Mora dos Tributos";"991142";"Dedução da Rec de Multas e Juros de Mora do Imp sobre a Cir de Merc Serv ICMS";"99114214";"Dedução Receita da Cota Parte Municípios dos ";"00001";"TESOURO";"99";"Tesouro do Estado do Rio de Janeiro";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"102";"Fundo Estadual de Equilíbrio Fiscal";0;-1250000;-61533,11;-1188466,89
"12/2017";"3";"Judiciário";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"132";"Receitas de Valores Mobiliários";"1325";"Remuneração de Depósitos Bancários";"132503";"Fundos de Investimentos";"13250301";"Fundo de Investimentos de Renda Fixa";"00007";"FUNDO ESPECIAL";"03";"Tribunal de Justiça do Estado do Rio de Janeiro";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"232";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";0;0;-15107520,9;15107520,9
"12/2017";"1";"Executivo";"9";"DEDUÇÃO DA RECEITA CORRENTE";"99";"DEDUÇÃO DE OUTRAS RECEITAS CORRENTES";"991";"Dedução da Receita de Multas e Juros de Mora";"9911";"Dedução da Receita de Multas e Juros de Mora dos Tributos";"991120";"Ded Rec Multas e Jur Mora do Imp s Transm "Causa Mortis" e Doação Bens Dir ITD";"99112003";"Ded Rec ref Cot Par FUNDEB Jur Mul Mora ITD";"00001";"TESOURO";"99";"Tesouro do Estado do Rio de Janeiro";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"100";"Ordinários Provenientes de Impostos";-7219416;-6600000,04;-18570,47;-6581429,57
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"134";"Compensação Financeira";"1340";"Compensação Financeira";"134099";"Outras Compensações Financeiras";"13409910";"Royalties pela Produção do Petróleo - Exceden";"00001";"TESOURO";"99";"Tesouro do Estado do Rio de Janeiro";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"104";"Compensação Financeira pela Exploração de Petróleo";107354018;199137706,58;55931629,73;143206076,85
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"191";"Multas e Juros de Mora";"1913";"Multas e Juros de Mora da Dívida Ativa dos Tributos";"191320";"Multas e Juros de Mora da Dívida Ativa - ITD";"19132002";"CP Estado Juros e Multas de Mora da Dívida At";"00001";"TESOURO";"99";"Tesouro do Estado do Rio de Janeiro";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"100";"Ordinários Provenientes de Impostos";448596;480000;91767,51;388232,49
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"RECEITA TRIBUTÁRIA";"112";"Taxas";"1121";"Taxas pelo Exercício do Poder de Polícia";"112199";"Outras Taxas pelo Exercício do Poder de Polícia";"11219904";"Tx. Reg. Serv. Conced. Permit. de Transporte ";"00003";"AUTARQUIAS";"21";"Secretaria de Estado da Casa Civil e Desenvolvimento Econômico";"043400";"AG.REG.SV.PUB.CONC.TRANSP.AQUAV.FER.MET.E ROD";"232";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";1848372;1848372;773162,86;1075209,14
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"131";"Receitas Imobiliárias";"1312";"Arrendamentos";"131201";"Arrendamentos";"13120100";"Arrendamentos";"00001";"TESOURO";"99";"Tesouro do Estado do Rio de Janeiro";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"101";"Ordinários Não Provenientes de Impostos";71496;0;0;0
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"132";"Receitas de Valores Mobiliários";"1325";"Remuneração de Depósitos Bancários";"132502";"Remuneração de Depósitos de Recursos Não Vinculados";"13250201";"Receita de Remuneração de Depósitos de Poupan";"00001";"TESOURO";"99";"Tesouro do Estado do Rio de Janeiro";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"105";"Salário Educação";0;0;-1860,05;1860,05
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"TRANSFERÊNCIAS CORRENTES";"176";"Transferências de Convênios";"1761";"Transferências de Convênios da União e de Suas Entidades";"176101";"Transferências de Convênios da União para o Sistema Único de Saúde - SUS";"17610100";"Transferências de Convênios da União para o S";"00007";"FUNDO ESPECIAL";"29";"Secretaria de Estado de Saúde";"296100";"FUNDO ESTADUAL DE SAUDE - FES";"212";"Transferências Voluntárias";888587;888587;888587;0
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"192";"Indenizações e Restituições";"1922";"Restituições";"192299";"Outras Restituições";"19229900";"Outras Restituições";"00005";"EMPRESA PUBLICA";"31";"Secretaria de Estado de Transportes";"317200";"COMP EST DE ENGENHARIA DE TRANSPS E LOGISTICA";"230";"Recursos Próprios";0;0;-30,07;30,07
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"132";"Receitas de Valores Mobiliários";"1325";"Remuneração de Depósitos Bancários";"132503";"Fundos de Investimentos";"13250301";"Fundo de Investimentos de Renda Fixa";"00001";"TESOURO";"11";"Defensoria Pública Geral do Estado";"110100";"DPGE - DEFENSORIA PUBLICA GERAL DO ESTADO";"230";"Recursos Próprios";1626438;1626438;-2715618,64;4342056,64
"12/2017";"3";"Judiciário";"7";"RECEITAS INTRA-ORÇAMENTÁRIAS CORRENTES";"79";"OUTRAS RECEITAS INTRA-ORÇAMENTÁRIAS CORRENTES";"792";"Rec Intra-Orçamentária - Indenizações e Restituições";"7922";"Receita Intra-Orçamentária - Restituições";"792299";"Receita Intra-Orçamentária de Outras Restituições";"79229900";"Receita Intra-Orçamentária de Outras Restitui";"00007";"FUNDO ESPECIAL";"03";"Tribunal de Justiça do Estado do Rio de Janeiro";"036100";"FUNDO ESPECIAL DO TRIBUNAL DE JUSTICA";"232";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";0;0;-189648539,87;189648539,87
"12/2017";"1";"Executivo";"7";"RECEITAS INTRA-ORÇAMENTÁRIAS CORRENTES";"76";"RECEITA INTRA-ORÇAMENTÁRIA DE SERVIÇOS";"760";"RECEITA INTRA-ORÇAMENTÁRIA DE SERVIÇOS";"7600";"RECEITA INTRA-ORÇAMENTÁRIA DE SERVIÇOS";"760005";"Receita Intra-Orçamentária de Serviços de Saúde";"76000599";"Receita Intraorçamentária de Outros Serviços ";"00004";"FUNDACOES";"40";"Secretaria de Estado de Ciência,Tecnologia, Inovação e Desenvolvimento Social";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"230";"Recursos Próprios";0;0;-563825,33;563825,33
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"192";"Indenizações e Restituições";"1922";"Restituições";"192253";"Ressarcimento de Pessoal Cedido- Demais Áreas";"19225300";"Ressarcimento de Pessoal Cedido- Demais Áreas";"00004";"FUNDACOES";"40";"Secretaria de Estado de Ciência,Tecnologia, Inovação e Desenvolvimento Social";"404500";"FUND.UNIV.EST.NORTE FLUMINENSE DARCY RIBEIRO.";"081";"Recursos Não Orçamentários - Depósitos de Diversas Origens";0;0;-1763,5;1763,5
"12/2017";"1";"Executivo";"7";"RECEITAS INTRA-ORÇAMENTÁRIAS CORRENTES";"79";"OUTRAS RECEITAS INTRA-ORÇAMENTÁRIAS CORRENTES";"792";"Rec Intra-Orçamentária - Indenizações e Restituições";"7922";"Receita Intra-Orçamentária - Restituições";"792299";"Receita Intra-Orçamentária de Outras Restituições";"79229900";"Receita Intra-Orçamentária de Outras Restitui";"00001";"TESOURO";"11";"Defensoria Pública Geral do Estado";"110100";"DPGE - DEFENSORIA PUBLICA GERAL DO ESTADO";"230";"Recursos Próprios";0;0;-13763938,47;13763938,47
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"RECEITA TRIBUTÁRIA";"112";"Taxas";"1121";"Taxas pelo Exercício do Poder de Polícia";"112199";"Outras Taxas pelo Exercício do Poder de Polícia";"11219902";"Tx.Reg.Serv.Conced.Permit. Gás Canalizado na ";"00003";"AUTARQUIAS";"21";"Secretaria de Estado da Casa Civil e Desenvolvimento Econômico";"043400";"AG.REG.SV.PUB.CONC.TRANSP.AQUAV.FER.MET.E ROD";"132";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";8362854;8362854;-964346,76;9327200,76
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"199";"Receitas Diversas";"1990";"Receitas Diversas";"199099";"Outras Receitas";"19909999";"Demais Receitas";"00003";"AUTARQUIAS";"21";"Secretaria de Estado da Casa Civil e Desenvolvimento Econômico";"263100";"DEPARTAMENTO DE TRANSITO DO RIO DE JANEIRO";"230";"Recursos Próprios";440540;440540;9162,39;431377,61
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"131";"Receitas Imobiliárias";"1311";"Aluguéis";"131101";"Aluguéis de Imóveis Urbanos";"13110100";"Aluguéis de Imóveis Urbanos";"00006";"ECONOMIA MISTA";"31";"Secretaria de Estado de Transportes";"137100";"COMPANHIA DE ARMAZENS E SILOS DO EST DO RJ";"230";"Recursos Próprios";429052;429052;-47762,5;476814,5
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"199";"Receitas Diversas";"1990";"Receitas Diversas";"199099";"Outras Receitas";"19909908";"Receita Centro de Estudos Jurídicos - PGE";"00001";"TESOURO";"09";"Procuradoria Geral do Estado";"090100";"PGE - PROCURADORIA GERAL DO ESTADO";"230";"Recursos Próprios";66494832;66494832;29388349,96;37106482,04
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"199";"Receitas Diversas";"1990";"Receitas Diversas";"199099";"Outras Receitas";"19909999";"Demais Receitas";"00003";"AUTARQUIAS";"21";"Secretaria de Estado da Casa Civil e Desenvolvimento Econômico";"263100";"DEPARTAMENTO DE TRANSITO DO RIO DE JANEIRO";"132";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";0;0;-284930,63;284930,63
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"133";"Receita de Concessões e Permissões";"1339";"Outras Receitas de Concessões e Permissões";"133999";"Outras Receitas de Concessões  e Permissões";"13399900";"Outras Receitas de Concessões  e Permissões";"00005";"EMPRESA PUBLICA";"31";"Secretaria de Estado de Transportes";"317200";"COMP EST DE ENGENHARIA DE TRANSPS E LOGISTICA";"230";"Recursos Próprios";529116;529116;529116;0
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"132";"Receitas de Valores Mobiliários";"1325";"Remuneração de Depósitos Bancários";"132503";"Fundos de Investimentos";"13250301";"Fundo de Investimentos de Renda Fixa";"00001";"TESOURO";"99";"Tesouro do Estado do Rio de Janeiro";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"211";"Operações de Crédito";0;0;-3285,04;3285,04
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"RECEITA DE SERVIÇOS";"160";"RECEITA DE SERVIÇOS";"1600";"RECEITA DE SERVIÇOS";"160008";"Serviços de Processamento de Dados";"16000800";"Serviços de Processamento de Dados";"00003";"AUTARQUIAS";"40";"Secretaria de Estado de Ciência,Tecnologia, Inovação e Desenvolvimento Social";"403200";"PRODERJ-CENTRO DE TECNOL.DE INF.COMUN. ERJ";"230";"Recursos Próprios";5318864;5318864;3782166,54;1536697,46
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"RECEITA TRIBUTÁRIA";"112";"Taxas";"1121";"Taxas pelo Exercício do Poder de Polícia";"112199";"Outras Taxas pelo Exercício do Poder de Polícia";"11219916";"Taxa de Controle e Fiscalização do Trânsito";"00003";"AUTARQUIAS";"21";"Secretaria de Estado da Casa Civil e Desenvolvimento Econômico";"263100";"DEPARTAMENTO DE TRANSITO DO RIO DE JANEIRO";"232";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";404758660;404758660;-30309730,41;425851773,75
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"16";"RECEITA DE SERVIÇOS";"160";"RECEITA DE SERVIÇOS";"1600";"RECEITA DE SERVIÇOS";"160019";"Serviços Recreativos e Culturais";"16001900";"Serviços Recreativos e Culturais";"00004";"FUNDACOES";"40";"Secretaria de Estado de Ciência,Tecnologia, Inovação e Desenvolvimento Social";"154100";"FUND. ANITA MANTUANO DE ARTES DO ESTADO DO RJ";"230";"Recursos Próprios";5145;5145;-6310,4;11455,4
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"192";"Indenizações e Restituições";"1921";"Indenizações";"192199";"Outras Indenizações";"19219900";"Outras Indenizações";"00003";"AUTARQUIAS";"31";"Secretaria de Estado de Transportes";"353100";"DEPARTAMENTO DE RECURSOS MINERAIS";"230";"Recursos Próprios";151920;151920;151920;0
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"12";"RECEITA DE CONTRIBUIÇÕES";"121";"Contribuições Sociais";"1210";"Contribuições Sociais";"121029";"Contribuições Previdenciárias do Regime Próprio";"12102960";"Contribuição do Servidor Ativo Civil - Lei nº";"00003";"AUTARQUIAS";"12";"Secretaria de Estado de Planejamento e Gestão - Em Extinção";"123499";"FUNDO DO PLANO PREVIDENCIARIO DO ERJ";"231";"Recursos Próprios do Rioprevidência";0;0;-80989081,01;80989081,01
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"TRANSFERÊNCIAS CORRENTES";"174";"Transferências do Exterior";"1740";"Transferências do Exterior";"174002";"Transferências de Governos Estrangeiros";"17400200";"Transferências de Governos Estrangeiros";"00004";"FUNDACOES";"40";"Secretaria de Estado de Ciência,Tecnologia, Inovação e Desenvolvimento Social";"404300";"FUNDACAO UNIV. DO EST. RIO DE JANEIRO";"212";"Transferências Voluntárias";50000;50000;50000;0
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"132";"Receitas de Valores Mobiliários";"1325";"Remuneração de Depósitos Bancários";"132502";"Remuneração de Depósitos de Recursos Não Vinculados";"13250201";"Receita de Remuneração de Depósitos de Poupan";"00006";"ECONOMIA MISTA";"21";"Secretaria de Estado da Casa Civil e Desenvolvimento Econômico";"217100";"COMP.DO METROPOLITANO DO RJ EM LIQUIDACAO";"230";"Recursos Próprios";0;0;-766,88;766,88
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"191";"Multas e Juros de Mora";"1919";"Multas de Outras Origens";"191900";"Multas de Outras Origens";"19190001";"Multas por Infração à Legislação das Relações";"00003";"AUTARQUIAS";"21";"Secretaria de Estado da Casa Civil e Desenvolvimento Econômico";"213600";"PROTECAO E DEFESA DO CONSUMIDOR";"230";"Recursos Próprios";0;0;-48295,6;48295,6
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"RECEITA TRIBUTÁRIA";"112";"Taxas";"1122";"Taxas pela Prestação de Serviços";"112299";"Outras Taxas pela Prestação de Serviços";"11229999";"Demais Taxas pela Prestação de Serviços";"00001";"TESOURO";"13";"Secretaria de Estado de Agricultura, Pecuária, Pesca e Abastecimento";"130100";"SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA, PESCA E ABASTECIMENTO";"232";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";1076552;1076552;1076552;0
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"11";"RECEITA TRIBUTÁRIA";"112";"Taxas";"1122";"Taxas pela Prestação de Serviços";"112299";"Outras Taxas pela Prestação de Serviços";"11229999";"Demais Taxas pela Prestação de Serviços";"00003";"AUTARQUIAS";"31";"Secretaria de Estado de Transportes";"353100";"DEPARTAMENTO DE RECURSOS MINERAIS";"132";"Taxas pelo Exercício do Poder de Polícia e por Serviços Públicos";0;0;-1094980,15;1094980,15
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"12";"RECEITA DE CONTRIBUIÇÕES";"121";"Contribuições Sociais";"1210";"Contribuições Sociais";"121029";"Contribuições Previdenciárias do Regime Próprio";"12102951";"Contribuição de Servidor em Afastamento sem R";"00003";"AUTARQUIAS";"20";"Secretaria de Estado de Fazenda e Planejamento";"123400";"FUNDO UNICO DE PREVIDENCIA DO ESTADO DO RJ.";"231";"Recursos Próprios do Rioprevidência";2653080;2653080;-2304037,05;4957117,05
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"TRANSFERÊNCIAS CORRENTES";"172";"Transferências Intergovernamentais";"1721";"Transferências da União";"172101";"Participação na Receita da União";"17210135";"Cota-Parte do Estado na Contribuição de Inter";"00001";"TESOURO";"99";"Tesouro do Estado do Rio de Janeiro";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"126";"Contribuição de Intervenção no Domínio Econômico - CIDE";84991532;83483029,23;0;83483029,23
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"199";"Receitas Diversas";"1990";"Receitas Diversas";"199099";"Outras Receitas";"19909999";"Demais Receitas";"00006";"ECONOMIA MISTA";"31";"Secretaria de Estado de Transportes";"227100";"COMPANHIA DE DESENV INDUSTRIAL DO EST.DO RJ";"230";"Recursos Próprios";0;0;-71767,24;71767,24
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"13";"RECEITA PATRIMONIAL";"132";"Receitas de Valores Mobiliários";"1325";"Remuneração de Depósitos Bancários";"132503";"Fundos de Investimentos";"13250304";"Fundos de  Aplicações em Cotas - Renda Variáv";"00007";"FUNDO ESPECIAL";"31";"Secretaria de Estado de Transportes";"226200";"FUNDO EST. FOMENTO AO MICROCRÉDITO PRODUTIVO ORIENTADO PARA EMPREENDEDORES";"230";"Recursos Próprios";46806;46806;-14234,42;61040,42
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"19";"OUTRAS RECEITAS CORRENTES";"191";"Multas e Juros de Mora";"1911";"Multas e Juros de Mora dos Tributos";"191120";"Multas e Juros de Mora - ITD";"19112020";"Multas de Natureza Formal do ITD";"00001";"TESOURO";"99";"Tesouro do Estado do Rio de Janeiro";"999900";"TESOURO DO ESTADO DO RIO DE JANEIRO";"100";"Ordinários Provenientes de Impostos";7819848;17000000,04;-1095654,72;18095654,76
"12/2017";"1";"Executivo";"1";"RECEITAS CORRENTES";"17";"TRANSFERÊNCIAS CORRENTES";"176";"Transferências de Convênios";"1761";"Transferências de Convênios da União e de Suas Entidades";"176199";"Outras Transferências de  Convênios da União";"17619900";"Outras Transferências de  Convênios da União";"00001";"TESOURO";"26";"Secretaria de Estado de Segurança";"260100";"SECRETARIA DE ESTADO DE SEGURANCA";"212";"Transferências Voluntárias";0;0;-463725,71;463725,71
